시군명,공동주택구분,공동주택명정보,읍면동주소,지번주소,사용검사일자,층수,동수,세대수,의무관리대상여부
구리시,아파트,인창성원2차,인창동,453,2000-10-31,23,6,461,Y
구리시,아파트,인창아름마을래미안,인창동,동구릉로85번길63,2000-10-30,25,4,379,Y
구리시,아파트,인창아름마을래미안,인창동,487-1,2000-10-30,25,5,437,Y
구리시,아파트,인창아름마을성원,인창동,528-1,1999-07-30,23,3,190,Y
구리시,아파트,인창아름마을엘지,인창동,640-1,1999-05-26,23,4,482,Y
구리시,아파트,인창아름마을원일,인창동,651-27,1998-10-31,23,5,777,Y
구리시,아파트,인창아름마을일신건영1차,인창동,487-32,1999-11-02,23,5,441,Y
구리시,아파트,인창원일가대라곡,인창동,691,2005-03-31,17,7,533,Y
구리시,아파트,인창주공2단지,인창동,664-1,1997-06-20,20,13,1229,Y
구리시,아파트,인창주공4단지,인창동,666-1,1996-06-25,20,16,1408,Y
구리시,아파트,인창주공6단지,인창동,668-1,1996-10-17,20,10,1018,Y
구리시,아파트,인창칸타빌더헤리티지,인창동,636,2023-03-01,25,5,375,Y
구리시,아파트,인창풍림아이원,인창동,712,2014-11-26,15,2,98,N
구리시,아파트,인창한진그랑빌,인창동,29,2002-01-10,25,7,953,Y
구리시,아파트,인창현대홈타운,인창동,508,2002-08-16,25,7,598,Y
구리시,아파트,일신건영2차,인창동,487-51,2001-09-28,21,2,189,Y
구리시,연립,잉꼬빌라,수택동,661,1985-10-31,3,6,108,N
구리시,아파트,정은스카이빌아파트,인창동,710,2008-08-19,15,1,89,N
구리시,아파트,클레시움더테라스하우스,인창동,715,2017-06-20,5,6,132,N
구리시,연립,태양파크,수택동,544,1985-12-18,3,2,30,N
구리시,아파트,토평검배마을SK신일,토평동,1008,2001-06-22,22,5,492,Y
구리시,아파트,토평마을e편한세상아파트,토평동,955,2001-06-27,21,8,678,Y
구리시,아파트,토평삼성래미안,토평동,960,2001-06-27,22,5,402,Y
구리시,아파트,토평상록,토평동,959,2002-01-16,24,6,488,Y
구리시,아파트,토평우남,토평동,1009,2000-12-28,20,3,252,Y
구리시,아파트,토평한일,토평동,961,2001-08-23,21,5,526,Y
구리시,아파트,한라비발디아파트(갈매3단지),갈매동,590,2016-05-04,29,14,1075,Y
구리시,아파트,한양수자인구리역리버시티,수택동,559-17,2021-06-30,20,7,410,Y
구리시,아파트,한인아파트,수택동,517-3,1989-05-09,5,2,99,N
구리시,아파트,현암아파트,수택동,561-7,1989-07-08,5,1,30,N
구리시,아파트,힐스테이트 구리역,수택동,532,2024-05-31,20,7,565,Y
군포시,아파트,LG신산본자이 1차 아파트,당동,957-2,2003-02-11,22,6,453,Y
군포시,아파트,LG신산본자이 2차 아파트,당정동,973-1,2003-04-19,22,10,914,Y
군포시,아파트,Park30,당정동,998-1,2014-09-30,12,1,37,N
군포시,아파트,e-편한세상금정역에코센트럴,산본동,310-2,2007-06-11,27,9,677,Y
군포시,아파트,kcc 2차아파트,당동,791-1,2006-06-29,6,1,36,N
군포시,아파트,가야 1차아파트,산본동,1155,1993-08-13,20,16,1601,Y
군포시,아파트,가야 2차아파트,산본동,1155-7,1993-07-23,15,3,900,N
군포시,아파트,가야 3차아파트,산본동,1155-7,1993-09-10,25,7,949,Y
군포시,아파트,개나리아파트,산본동,1066,1995-11-16,25,17,1778,Y
군포시,아파트,개성하이뷰,산본동,82,2015-02-04,10,1,53,N
군포시,아파트,건국아파트,당동,790,1987-12-28,6,1,48,N
군포시,아파트,건양 1차아파트,대야미동,654-14,1997-02-14,20,1,154,Y
군포시,아파트,건양 2차아파트,대야미동,659-1,1998-08-24,20,1,157,Y
군포시,아파트,경아아파트,금정동,762-5,1984-05-28,5,1,60,N
군포시,아파트,계룡삼환아파트,산본동,1152-7,1992-12-15,28,15,604,Y
군포시,아파트,군포대야미역서해그랑블,대야미동,666-1,2021-11-08,21,2,184,Y
군포시,아파트,군포동아아파트,당동,900,1993-04-15,15,5,485,Y
군포시,아파트,군포두산아파트,당동,907,1992-12-29,15,5,398,Y
군포시,아파트,군포송정엘에이치3단지,도마교동,458-1,2019-07-01,25,4,720,N
군포시,아파트,군포제일아파트,당동,734 외 1,2003-05-13,15,1,97,N
군포시,아파트,금강 1차아파트,산본동,1148-4,1995-10-11,25,15,1318,Y
군포시,아파트,금강 2차아파트,산본동,1147,1996-06-10,15,4,340,Y
군포시,아파트,금강펜테리움센트럴파크1차,도마교동,456,2018-01-12,25,7,658,Y
군포시,아파트,금강펜테리움센트럴파크2차,도마교동,458,2018-10-24,25,5,447,Y
군포시,아파트,금강펜테리움센트럴파크3차,도마교동,471,2019-09-23,25,8,750,Y
군포시,아파트,금정동 쌍용아파트,금정동,704 외 2,2002-10-24,15,3,264,Y
군포시,아파트,금환아파트,산본동,83-28,1987-12-09,6,1,36,N
군포시,아파트,기오 5차아파트,금정동,753-16,1985-10-29,4,1,24,N
군포시,아파트,기오 6차아파트,금정동,734,1986-07-24,6,1,36,N
군포시,아파트,기오 7차아파트,금정동,770-4,1987-05-27,5,1,40,N
군포시,아파트,남경아파트,대야미동,642-8,2007-08-21,15,1,58,N
군포시,아파트,누리에뜰아파트,당정동,978-1,2007-06-13,9,2,47,N
군포시,아파트,누리에뜰아파트,당정동,979-1,2007-06-13,9,2,47,N
군포시,아파트,누리에뜰아파트,당정동,976-6,2007-06-13,13,1,35,N
군포시,아파트,다산아파트,금정동,871-11,1992-04-15,15,11,829,Y
군포시,아파트,당동 대흥아파트,당동,923,1998-02-27,24,1,147,N
군포시,아파트,당동 쌍용아파트,당동,873,1998-07-01,24,7,770,Y
군포시,아파트,당동 주공 2-1단지아파트,당동,874,1997-07-22,20,6,600,Y
군포시,아파트,당동 주공 2-2단지아파트,당동,874,1997-07-22,25,4,400,Y
군포시,아파트,당동 주공 3단지아파트,당동,886,1997-09-30,25,10,830,Y
군포시,아파트,당동 주공 4단지아파트,당동,885,1997-07-14,20,8,800,Y
군포시,아파트,당동쌍용스위트닷홈,당동,957-1,2003-02-18,15,2,115,N
군포시,아파트,대명주택,당정동,1003-4,2012-05-17,5,1,42,N
군포시,아파트,대야미e편한세상,대야미동,667-3 외 2,2008-06-20,15,14,689,Y
군포시,아파트,대원주택(스튜디오77),당정동,1010-8,2011-11-07,12,1,77,N
군포시,아파트,대원칸타빌,당정동,1019-1,2009-02-24,14,1,50,N
군포시,아파트,대원칸타빌,당정동,1012-3,2009-02-24,11,1,36,N
군포시,아파트,대원칸타빌,당정동,1021-1,2009-02-24,9,1,31,N
군포시,아파트,대원칸타빌,당정동,1022-1,2009-02-24,12,2,55,N
군포시,아파트,대원칸타빌,당정동,1024-1,2009-02-24,15,1,50,N
군포시,아파트,대원칸타빌,당정동,1023-1,2009-02-24,12,1,40,N
군포시,아파트,대흥 5차아파트,금정동,710-2,1986-05-27,6,1,48,N
군포시,아파트,대흥아파트,금정동,716,1990-05-24,6,2,72,N
군포시,아파트,덕산 1차아파트,당동,902,2002-09-30,15,1,90,N
군포시,아파트,덕산 2차아파트,당동,"903-8,9",2004-05-25,15,1,90,N
군포시,아파트,덕산큐브,당동,966-1,2019-01-25,13,1,48,N
군포시,아파트,덕유아파트,산본동,1152-2,1996-06-11,15,3,267,Y
군포시,아파트,동도센트리움,당동,963,2019-09-25,18,3,218,Y
군포시,아파트,동도센트리움,당정동,998-2,2014-01-24,16,2,216,Y
군포시,아파트,동문아파트,당동,960-4,2003-02-18,15,1,90,N
군포시,아파트,동백우성아파트,산본동,1059,1993-08-12,24,15,624,Y
군포시,아파트,마빌르스위트아파트,당동,795,2004-04-29,15,1,112,N
군포시,아파트,마젤리안아파트,당동,"949-1,2",2005-03-16,12,1,45,N
군포시,아파트,매화 1차아파트,산본동,1055,1995-07-21,15,10,1340,N
군포시,아파트,매화 2차아파트,산본동,1055,1995-10-16,20,5,507,Y
군포시,아파트,묘향롯데아파트,산본동,1148,1993-07-21,22,12,784,Y
군포시,아파트,무궁화아파트,당동,787-1,1985-12-26,4,2,92,N
군포시,아파트,무궁화주공아파트,금정동,849,1992-04-15,15,15,1329,Y
군포시,아파트,무지개마을kcc아파트,당동,796 외 5,2006-05-24,25,3,299,Y
군포시,아파트,무지개마을신산본e-편한세상,당동,954,2003-06-24,19,12,989,Y
군포시,아파트,백두극동아파트,산본동,1119-3,1993-09-16,25,8,472,Y
군포시,아파트,백두동성아파트,산본동,1119-4,1993-01-30,25,9,460,Y
군포시,아파트,백두한양아파트,산본동,1119,1994-09-14,25,18,930,Y
군포시,아파트,백합아파트,산본동,1063,1993-06-02,23,8,536,Y
군포시,아파트,산본 e-편한세상 센트럴파크,산본동,1121,2002-01-31,15,11,525,Y
군포시,아파트,삼성래미안하이어스,산본동,1240,2010-09-20,34,29,2644,Y
군포시,아파트,삼성마을 THE 숲,부곡동,1204,2014-06-10,20,8,522,Y
군포시,아파트,삼성마을 센트럴파크,부곡동,1201,2014-04-28,19,8,488,Y
군포시,아파트,삼성마을 시티프라디움,당동,1020,2014-05-27,17,7,342,Y
군포시,아파트,삼성마을1단지,당동,1024,2014-05-27,20,5,504,N
군포시,아파트,삼성마을2단지,부곡동,1199,2013-12-16,24,5,422,Y
군포시,아파트,삼성마을5단지,부곡동,1181,2012-04-06,20,9,489,Y
군포시,아파트,삼성미도 2차아파트,당동,737-7,1998-05-30,15,2,135,N
군포시,아파트,삼성미도아파트,산본동,45-1,1996-09-13,20,1,194,Y
군포시,아파트,삼성아파트,산본동,1028,1988-06-25,5,10,370,Y
군포시,아파트,삼성장미아파트,산본동,1092,1993-06-20,24,12,822,Y
군포시,아파트,삼익소월아파트,금정동,871-7,1992-12-15,26,11,790,Y
군포시,아파트,상남아파트,산본동,Aug-71,1987-05-14,5,2,60,N
군포시,아파트,상안아파트,금정동,710,1987-12-30,6,2,84,N
군포시,아파트,상훈아파트,금정동,773,2008-05-15,12,2,69,N
군포시,아파트,설악아파트,산본동,1151-9,1996-06-25,25,11,1471,Y
군포시,아파트,성균관아파트,금정동,758,1986-03-06,5,2,40,N
군포시,아파트,세종아파트,산본동,1145,1994-11-01,25,21,1827,Y
군포시,아파트,센트럴아이파크,대야미동,636-1 외 2,2007-09-28,15,12,578,Y
군포시,아파트,솔거아파트,산본동,1146,1993-09-02,25,16,1158,Y
군포시,아파트,송부센트럴시티,부곡동,1080(C1),2010-04-15,15,12,402,Y
군포시,아파트,수리한양아파트,산본동,1151-5,1994-07-16,25,26,1342,Y
군포시,아파트,숲속반디채,도마교동,479,2018-11-15,25,5,542,N
군포시,아파트,신안모란아파트,산본동,1065-4,1994-10-19,23,8,716,Y
군포시,아파트,신안실크벨리아파트,대야미동,"652-7,9",2008-08-29,15,1,86,N
군포시,아파트,신안아파트,금정동,711,1988-07-04,5,1,35,N
군포시,아파트,신원아파트,당동,836-9,1987-07-09,5,1,33,N
군포시,아파트,신환아파트,금정동,744-1,1990-09-19,15,4,562,Y
군포시,아파트,에덴다모은정아파트,산본동,48,2005-05-31,14,1,68,N
군포시,아파트,엘에이치송정마을,도마교동,471-1,2019-07-01,24,7,726,Y
군포시,아파트,영광아파트,당동,731-1,1989-04-25,5,1,45,N
군포시,아파트,영실아파트,당동,759-9,1987-03-09,5,1,30,N
군포시,아파트,영진아파트,당동,786-12,1983-03-31,5,2,40,N
군포시,아파트,영화 5차아파트,금정동,754,1986-12-06,6,1,48,N
군포시,아파트,영화아파트,금정동,769-1,1987-12-17,5,1,35,N
군포시,아파트,용호마을e-편한세상,당동,979-1 외 2,2005-09-22,15,23,1247,Y
군포시,아파트,우륵아파트,산본동,1146-11,1994-11-01,25,15,1312,Y
군포시,아파트,우방목련아파트,산본동,1091-1,1994-10-08,19,12,792,Y
군포시,아파트,율곡아파트,금정동,876,1994-05-15,25,21,2042,Y
군포시,아파트,은성아파트,금정동,772-15,1987-08-04,5,1,45,N
군포시,아파트,은성아파트,당동,746-22,1986-10-11,5,1,45,N
군포시,아파트,을지아파트,산본동,1145-14,1993-10-28,25,13,818,Y
군포시,아파트,의왕역센트럴시티,부곡동,1098(B2),2010-07-02,15,11,389,Y
군포시,아파트,의왕역센트럴파크,부곡동,1086(B1),2010-05-18,15,11,415,Y
군포시,아파트,임광그대가아파트,산본동,106-4,2005-09-12,15,2,170,Y
군포시,아파트,장미아파트,금정동,706-19,1989-07-25,5,2,50,N
군포시,아파트,장미아파트,당동,733-1,1988-11-21,5,1,30,N
군포시,아파트,장안그린아파트,대야미동,656-2,2005-02-07,15,1,60,N
군포시,아파트,적성아파트,금정동,744,1986-12-05,5,3,170,N
군포시,아파트,정일아파트,당동,760,1987-08-22,6,1,36,N
군포시,아파트,정진아파트,당동,736-1,1987-01-14,5,1,40,N
군포시,아파트,주공 11단지아파트,산본동,1052,1992-11-11,15,11,1400,Y
군포시,아파트,주몽 1차아파트,산본동,1120,1995-06-01,15,9,1191,N
군포시,아파트,주몽 2차아파트,산본동,1120,1996-06-01,25,8,927,Y
군포시,아파트,진우아파트,당동,759-15,1988-09-03,6,1,48,N
군포시,아파트,청천마을대우,당정동,1025-1,2004-03-25,22,6,565,Y
군포시,아파트,청천마을성원,당정동,997-1,2004-04-29,20,6,492,Y
군포시,아파트,충무 1차아파트,금정동,872,1992-04-15,20,20,2489,Y
군포시,아파트,충무 2차아파트,금정동,873-2,1993-06-30,20,4,476,Y
군포시,아파트,퇴계 1차아파트,금정동,875,1993-06-30,20,9,1011,Y
군포시,아파트,퇴계 2차아파트,금정동,875,1995-05-01,20,9,981,Y
군포시,아파트,풍성 2차아파트,당동,755-1,1988-01-19,5,1,55,N
군포시,아파트,풍성아파트,당동,740-1,1986-10-02,5,2,90,N
군포시,아파트,한라 1차아파트,산본동,1156-1,1992-04-15,15,10,1248,Y
군포시,아파트,한라 2차아파트,산본동,1156-15,1997-11-29,25,16,1639,Y
군포시,아파트,한성목화아파트,금정동,850,1992-12-15,26,8,420,Y
군포시,아파트,한솔솔파크,당정동,1003-1,2008-10-31,10,2,49,N
군포시,아파트,한솔솔파크,당정동,1006-1,2009-05-13,15,1,60,N
군포시,아파트,한솔솔파크,당정동,1002-10,2008-10-31,15,2,84,N
군포시,아파트,한솔솔파크,당정동,1000-1,2008-10-31,14,2,72,N
군포시,아파트,한솔솔파크,당정동,1005-1,2008-10-31,14,2,80,N
군포시,아파트,한솔솔파크,당정동,1001-1,2008-10-31,15,2,75,N
군포시,아파트,한솔솔파크,당정동,999-1,2008-10-31,15,2,83,N
군포시,아파트,한양목련아파트,산본동,1088,1994-10-14,25,22,1040,Y
군포시,아파트,한양아파트,금정동,713,1989-10-18,6,2,72,N
군포시,아파트,화남 6차아파트,금정동,757-5,1985-04-03,5,1,45,N
군포시,아파트,화남 7차아파트,산본동,1036-1,1985-11-01,6,1,30,N
군포시,아파트,화성무궁화아파트,금정동,849-1,1992-12-15,26,6,402,Y
군포시,아파트,휴먼시아1단지,부곡동,1137,2010-01-18,15,7,561,N
군포시,아파트,휴먼시아2단지,부곡동,1126,2010-02-08,15,10,891,N
군포시,아파트,힐스테이트금정역,금정동,916,2022-03-25,49,4,843,Y
김포시,아파트,e편한세상 김포어반베뉴,통진읍 마송리,586,2022-09-06,18,7,544,Y
김포시,아파트,e편한세상김포로얄하임아파트,통진읍 마송리,513,2021-06-08,18,7,574,Y
김포시,아파트,e편한세상한강신도시2차,마산동,672-3,2018-05-03,29,8,807,Y
김포시,아파트,감정신화,감정동,674,1995-09-30,15,9,603,Y
김포시,아파트,감정쌍용,감정동,517-1,1998-07-08,15,9,586,Y
김포시,아파트,감정희영무지개,감정동,521-1,1997-07-24,15,3,298,Y
김포시,아파트,강변마을월드메르디앙,고촌읍 신곡리,1280,2010-02-04,15,11,560,Y
김포시,아파트,고창마을KCC스위첸,장기동,1886-2,2011-10-31,20,13,1090,Y
김포시,아파트,고촌강변마을동일하이빌,고촌읍 신곡리,1111,2006-09-25,15,4,220,Y
김포시,아파트,고촌길훈1차,고촌읍 신곡리,539-1,1991-12-24,14,2,275,Y
김포시,아파트,고촌길훈2차,고촌읍 신곡리,469-3,1995-04-15,15,2,238,Y
김포시,아파트,고촌등촌마을청구,고촌읍 신곡리,1055,2000-12-15,15,4,183,Y
김포시,아파트,고촌센트럴자이,고촌읍 신곡리,968-1,2024-06-03,16,17,1297,Y
김포시,아파트,고촌숲속마을대우,고촌읍 신곡리,1052,2000-11-20,13,10,438,Y
김포시,아파트,고촌오룡마을한화,고촌읍 신곡리,1058,2002-11-26,13,8,432,Y
김포시,아파트,고촌행정타운 한양수자인 아파트,고촌읍 신곡리,1079,2017-08-10,15,6,420,Y
김포시,아파트,곡촌희영무지개,양촌읍 양곡리,865-1,1999-07-16,15,3,220,Y
김포시,아파트,구래역화성파크드림아파트,구래동,6888,2015-06-29,29,7,820,Y
김포시,연립,그린씨티,풍무동,425,2011-06-20,4,1,87,N
김포시,연립,김포 고촌 솔리힐더테리스,고촌읍,1202,2018-08-31,5,7,140,N
김포시,아파트,김포 반도유보라6차 아파트,운양동,1340-7,2017-10-25,12,4,199,Y
김포시,아파트,김포 사우 아이파크,사우동,1481,2018-04-25,24,14,1300,Y
김포시,아파트,김포 센트럴 헤센 2단지,감정동,626-18,2022-03-10,18,2,145,N
김포시,아파트,김포e편한세상캐널시티주상복합,장기동,2031,2017-08-30,25,11,639,Y
김포시,아파트,김포고창마을신영지웰,장기동,1624,2008-05-30,18,5,267,Y
김포시,아파트,김포고촌양우내안애,고촌읍 신곡리,474,2024-03-11,15,8,399,Y
김포시,아파트,김포고촌우방아이유쉘,고촌읍 신곡리,1284,2014-11-26,14,8,347,Y
김포시,아파트,김포마송 디에트르 퍼스티지,통진읍 마송리,568,2023-06-23,18,6,539,Y
김포시,아파트,김포마송1차 대방엘리움 센트럴파크,통진읍 마송리,536,2023-04-26,17,13,841,Y
김포시,아파트,김포북변대우,북변동,688,1995-03-30,13,6,543,Y
김포시,아파트,김포센트럴헤센아파트,감정동,631,2020-03-01,17,12,700,Y
김포시,연립,김포아파트1,사우동,238-5,1986-12-30,4,3,152,N
김포시,연립,김포아파트2,사우동,238-10,1986-12-30,4,2,87,N
김포시,아파트,김포양촌자연앤데시앙,양촌읍 학운리,3019,2010-12-02,15,13,743,Y
김포시,아파트,김포전원마을월드1단지,운양동,1436,1999-04-27,17,17,1206,Y
김포시,아파트,김포전원마을월드2단지,운양동,1435,2000-04-07,17,6,442,Y
김포시,아파트,김포전원마을월드3단지,운양동,1439,2000-04-07,17,4,324,Y
김포시,아파트,김포전원마을월드4단지,운양동,1434,2000-10-18,17,5,282,Y
김포시,아파트,김포청송마을현대1차,장기동,1339,2001-12-08,20,5,418,Y
김포시,아파트,김포풍무 꿈에그린 더 포레듀 3단지아파트,풍무동,795,2018-12-27,21,3,179,Y
김포시,아파트,김포풍무 꿈에그린 더 포레듀5단지,풍무동,784,2018-12-27,23,4,231,Y
김포시,아파트,김포풍무 꿈에그린 더포레듀4단지,풍무동,797,2018-12-27,23,9,660,Y
김포시,아파트,김포풍무푸르지오,풍무동,284-8,2016-06-24,35,23,2712,Y
김포시,아파트,김포한가람우미린,구래동,Aug-73,2011-10-28,21,14,1058,Y
김포시,아파트,김포한강 경남아너스빌,마산동,639-8,2013-01-10,30,12,976,Y
김포시,아파트,김포한강 신원 아침도시고다니마을,양촌읍 양곡리,1316,2010-07-09,17,6,380,Y
김포시,아파트,김포한강 호반베르디움 더 퍼스트,장기동,1865-4,2020-02-03,25,11,696,Y
김포시,아파트,김포한강삼정그린코아더베스트,양촌읍 양곡리,1551,2020-02-20,19,8,446,Y
김포시,아파트,김포한강신도시 레이크에일린의 뜰,마산동,616-3,2017-09-15,18,10,578,Y
김포시,아파트,김포한강신도시 모아엘가 2차아파트,구래동,Jun-88,2017-11-23,22,5,493,Y
김포시,연립,김포한강신도시 범양레우스라세느,장기동,1894-9,2022-09-01,4,28,286,Y
김포시,아파트,김포한강신도시반도유보라,장기동,1642,2008-06-27,18,8,447,Y
김포시,아파트,김포한강신도시반도유보라2차,운양동,1300-3,2013-11-14,30,13,1498,Y
김포시,아파트,김포한강신도시제일풍경채,장기동,1636,2008-03-28,18,6,360,Y
김포시,아파트,김포한강아이파크,구래동,6874-20,2018-02-19,21,14,1230,Y
김포시,아파트,김포한강우미린,장기동,1655,2008-06-12,18,7,402,Y
김포시,아파트,김포한양수자인리버팰리스,장기동,1885-10,2012-02-28,26,17,1473,Y
김포시,아파트,김포한화유로메트로1단지,풍무동,770,2014-05-23,23,14,965,Y
김포시,아파트,김포한화유로메트로2단지,풍무동,775,2014-05-23,21,12,845,Y
김포시,아파트,김포현대힐스테이트1단지,고촌읍 신곡리,1269,2008-04-14,15,27,1253,Y
김포시,아파트,당곡월드메르디앙,풍무동,748,2002-08-09,15,27,1846,Y
김포시,연립,대광연립,사우동,412-1,1985-09-07,3,3,45,N
김포시,연립,대원 칸타빌,장기동,1762,2009-03-27,4,5,79,N
김포시,연립,대지연립,감정동,456-1,1985-09-23,3,2,30,N
김포시,연립,동광연립,통진읍,445-1,1985-10-15,2,1,16,N
김포시,아파트,동변마을1차,북변동,902,2006-02-24,9,3,143,N
김포시,아파트,동변마을2차,북변동,904,2009-06-25,9,6,133,N
김포시,연립,동변연립,북변동,438-3,1981-06-08,3,4,46,N
김포시,연립,동성연립,하성면,산35-3,1984-11-06,2,2,20,N
김포시,아파트,동양신명아파트,사우동,912,1999-04-12,20,4,384,Y
김포시,연립,디아이빌,고촌읍,577-12,2016-06-17,6,4,80,N
김포시,연립,디아이빌,고촌읍,577-15,2012-06-20,6,4,80,N
김포시,연립,디아이빌,고촌읍,577-21,2014-04-30,6,4,99,N
김포시,아파트,리슈빌,구래동,Feb-88,2012-12-27,22,6,572,Y
김포시,아파트,마송1차현대,통진읍 마송리,134,1997-11-04,15,8,612,Y
김포시,아파트,마송현대2차,통진읍 마송리,130,1999-08-28,15,4,228,Y
김포시,아파트,메트로타워예미지아파트,구래동,Apr-86,2021-02-17,46,4,701,Y
김포시,연립,무림연립,고촌읍,593-2,1985-09-27,3,1,30,N
김포시,아파트,백석마을신일해피트리,통진읍 도사리,972,2004-05-29,15,7,446,Y
김포시,연립,봉림무지개연립,고촌읍,488-1,1984-04-18,3,2,30,N
김포시,아파트,북변건영,감정동,672,1995-05-10,15,2,150,Y
김포시,아파트,북변산호,북변동,690,1995-06-03,13,9,909,Y
김포시,아파트,북변삼환아파트,감정동,659,1995-05-30,15,6,493,Y
김포시,아파트,북변풍년마을대림,북변동,808,1999-04-15,20,4,468,Y
김포시,아파트,북변풍년마을동남,북변동,816,1999-03-04,20,4,292,Y
김포시,아파트,북변풍년마을삼성,북변동,806,2000-11-28,20,5,450,Y
김포시,아파트,북변풍년마을신일,북변동,812,1999-04-29,20,5,396,Y
김포시,아파트,북변풍년마을영풍,북변동,832,1999-05-03,20,5,288,Y
김포시,아파트,북변한국,감정동,676,1995-09-22,15,5,600,Y
김포시,아파트,사우 현대아파트,사우동,911,1998-11-23,15,5,500,Y
김포시,아파트,사우길훈4차,사우동,385,1996-12-06,20,2,351,Y
김포시,아파트,사우농장마을신안,사우동,1224,1998-12-31,15,10,651,Y
김포시,아파트,사우다솜마을한신휴플러스,사우동,1479,2006-07-06,18,6,228,Y
김포시,연립,사우연립,풍무동,88-1번지,1986-01-18,3,3,43,N
김포시,아파트,사우풍년마을건영,사우동,1474,2001-08-31,19,4,226,Y
김포시,아파트,사우풍년마을삼보,사우동,856,1998-11-18,20,3,308,Y
김포시,아파트,사우풍년진흥흥화,사우동,857,1998-11-27,15,11,740,Y
김포시,아파트,삼환,감정동,671,1995-05-10,13,1,71,N
김포시,아파트,성창,운양동,999-2,1994-11-30,6,4,162,N
김포시,아파트,수기마을 힐스테이트 2단지,고촌읍 신곡리,1256,2008-04-14,15,23,1149,Y
김포시,아파트,수기마을힐스테이트3단지,고촌읍 신곡리,1248,2008-04-14,14,7,203,Y
김포시,아파트,신곡동부센트레빌,고촌읍 신곡리,1110,2006-11-13,15,6,294,Y
김포시,아파트,신안실크밸리3차,감정동,696,2012-12-27,18,15,1074,Y
김포시,아파트,신한,감정동,550-1,1992-11-21,6,2,202,N
김포시,아파트,쌍용예가,장기동,04-Apr,2011-06-29,21,19,1474,Y
김포시,아파트,양곡더숲아파트,양촌읍 양곡리,1238,2010-07-22,17,8,345,Y
김포시,아파트,오스타파라곤1단지,걸포동,1558,2010-12-30,22,10,606,Y
김포시,아파트,오스타파라곤2단지,걸포동,1561,2010-12-30,22,10,590,Y
김포시,아파트,오스타파라곤3단지,걸포동,1555,2010-12-30,21,9,440,Y
김포시,아파트,우남퍼스트빌,장기동,Jan-65,2011-06-15,26,15,1202,Y
김포시,연립,은행연립,양촌읍,280-3외1,2007-01-24,2,3,38,N
김포시,아파트,이니스더원,장기동,1635,2008-05-01,18,6,315,Y
김포시,아파트,이랜드타운힐스아파트,운양동,1304-1,2018-01-11,27,8,550,Y
김포시,연립,인창연립,북변동,235-11,1983-05-14,3,1,21,N
김포시,연립,일성트루엘타운하우스,운양동,1294-2,2012-04-12,5,8,168,Y
김포시,연립,자이더빌리지 포레스트,마산동,670-7,2018-06-19,3,15,184,Y
김포시,연립,자이더빌리지메트로1,마산동,619-2,2018-06-19,3,8,79,N
김포시,연립,자이더빌리지메트로2,마산동,620-2,2018-06-19,3,8,64,N
김포시,연립,자이더빌리지어반5,운양동,1329-11,2018-06-19,3,11,99,N
김포시,연립,자이더빌리지포레스트3,마산동,620-3,2018-06-19,3,12,99,N
김포시,아파트,장기이지더원,장기동,1626,2008-04-25,18,5,290,Y
김포시,아파트,청도솔리움,고촌읍 신곡리,1102,2006-09-29,15,4,232,Y
김포시,아파트,청송 현대홈타운3단지,장기동,1312,2001-03-08,20,12,767,Y
김포시,아파트,청송마을6단지중흥S클래스,장기동,1866-1,2012-02-08,26,15,1007,Y
김포시,아파트,청송마을모아미래도엘가,장기동,1869-5,2014-06-16,26,10,1060,Y
김포시,아파트,청송현대홈타운2단지,장기동,1342,2001-12-08,20,15,1326,Y
김포시,아파트,초당마을래미안한강,장기동,Feb-71,2012-02-21,25,7,579,Y
김포시,아파트,초당마을중흥S클래스리버티,장기동,Jan-58,2012-06-28,26,20,1470,Y
김포시,아파트,초록마을효성,감정동,662,1996-07-19,14,3,242,Y
김포시,연립,칠성아파트,사우동,255-1,1985-06-10,4,2,76,N
김포시,연립,칠성연립,사우동,255-10,1985-07-09,3,1,20,N
김포시,아파트,캐슬&파밀리에시티 2단지,고촌읍 신곡리,944-4,2020-02-24,16,26,1872,Y
김포시,아파트,캐슬앤파밀리에시티1단지,고촌읍 신곡리,923-2,2020-11-23,16,36,2255,Y
김포시,아파트,태산,사우동,222-2,1986-07-08,5,1,40,N
김포시,연립,태일포로미,통진읍,43-2번지,2006-11-30,4,11,138,N
김포시,연립,테라하우스,장기동,1761,2017-03-28,7,7,87,N
김포시,연립,통진연립,통진읍,746-3,1984-10-01,3,1,20,N
김포시,아파트,푸른마을신안실크벨리1차,감정동,685,2001-04-25,15,27,1786,Y
김포시,아파트,푸른마을신안실크벨리2차,감정동,694,2001-12-27,15,5,206,Y
김포시,아파트,풍경마을 래미안 한강2차,운양동,1304-5,2014-06-03,21,22,1711,Y
김포시,아파트,풍경마을한강신도시e편한세상,운양동,1250-3,2012-07-13,29,14,955,Y
김포시,아파트,풍년대우,사우동,1475,2002-12-27,19,2,138,N
김포시,아파트,풍년마을서광신안아파트,북변동,802,1999-07-03,20,8,624,Y
김포시,아파트,풍년마을청구한라,북변동,815,1998-12-17,15,15,900,Y
김포시,아파트,풍무당곡마을범양,풍무동,598-8,1998-12-15,15,11,538,Y
김포시,아파트,풍무당곡마을현대,풍무동,743,2001-12-27,18,10,600,Y
김포시,아파트,풍무삼용아파트,풍무동,449-2,1997-10-31,19,3,376,Y
